2014,,
ACT New Zealand,,
13,"SHEARER, David James",Mt Albert Electorate
14,"SIO, Sua William",Māngere Electorate
15,"STREET, Maryan",
16,"GOFF, Philip Bruce",Mt Roskill Electorate
17,"MACKEY, Moana Lynore",
18,"DAVIS, Kelvin Glen",Te Tai Tokerau Electorate
19,"WHAITIRI, Meka",Ikaroa-Rāwhiti Electorate
20,"WOODS, Megan Cherie",Wigram Electorate
21,"HUO, Raymond",
22,"O'CONNOR, Damien Peter",West Coast-Tasman Electorate
23,"RADHAKRISHNAN, Priyanca",
24,"LEES-GALLOWAY, Iain Francis",Palmerston North Electorate
25,"JONES, Rachel Anne",
26,"CLARK, David Scott",Dunedin North Electorate
27,"BEAUMONT, Carol Ann",
28,"WILLIAMS, Munokoa Poto",Christchurch East Electorate
29,"SEPULONI, Carmel Jean",Kelston Electorate
30,"COFFEY, Tamati Gerald",
31,"SALESA, Jennifer Teresia",Manukau East Electorate
32,"CRAIG, Elizabeth Dorothy",
33,"RUSSELL, Deborah Faye",
34,"PRIME, Willow-Jean",
35,"MIKA, Jerome",
36,"MILNE, Tony Robert",
37,"ANDERSEN, Virginia Ruby",
38,"SZABÓ, Claire Elizabeth",
39,"WOOD, Michael Philip",
40,"WILLIAMS, Arena Hinekura Sherburd",
41,"McDOUALL, Hamish Crichton",
42,"RAHMAN, Anjum Nausheen",
43,"KAUSHAL, Sushil",
44,"GREER, Christine",
45,"GAYLOR, Penelope Louise",
46,"WALKER, Janette Florence",
47,"HILLS, Richard Brian",
48,"HALBERT, Shanan Kiritea",
49,"KANONGATA'A-SUISUIKI, Anahila Lose",
50,"WILSON, Clare Campbell",
51,"DANN, James Macbeth",
52,"ELLIS, Siobhan Kelly",
53,"HADDOCK, Corie Jon",
54,"STRANGE, Jamie Ross",
55,"PAUL, Katie Ann Priocilla",
56,"GIBSON, Steven John",
57,"WU, Chao-Fu",
58,"GRIMSHAW, Paul Radcliffe",
59,"DORREEN, Tracey Pamela",
60,"MAMEDOV, Tofik Shirzad Ogly",
61,"TOROA, Hikiera Johnathan",
62,"TYLER, Allan Hugh",
63,"ELLIOTT, Susan Mary",
64,"BUCKINGHAM, Simon Derek",
Māori Party,,
1,"FLAVELL, Te Ururoa James William Ben",Waiariki Electorate
2,"FOX, Marama Kahu",Seat Allocation 106
3,"McKENZIE, Christopher Owen",
4,"PAENGA, Te Hira Keretene Te Whakaiti",
5,"BUTTON, Ngaire Lorraine",
6,"TUAINE, Nancy Te Urumanao",
7,"ITI, Tame",
8,"KIEL, Eraia James Rangiriri",
9,"KAIPO, Anaru Joseph",
10,"BHANA, Raewyn Teresa",
11,"GLAVISH, Rangimarie Naida",
12,"RERITI-CROFTS, Aroha Hohipera",
13,"TE HAU, Te Hinurewa Ngahiwi Tame Kawe",
14,"PHILLIPS, Thomas Tuatu Toihau",
15,"GATE, Verna Te Roha",
16,"KENDALL, Anne Marie",
17,"PAKINGA, Hiria Gillian",
18,"WINITANA, Claire Te Atamira",
19,"SMITH, Rawiri Richard",
20,"DAVIDSON, Lenis Mary",
21,"MATAKI, Tania",
22,"GARDYNE, Sheryl Ann",
23,"PHILLIPS, Te Whe Ariki",
24,"WAKEFIELD, Benita Waina",
National Party,,
1,"KEY, John Phillip",Helensville Electorate
2,"ENGLISH, Simon William",Seat Allocation 83
3,"CARTER, David Cunningham",Seat Allocation 86
4,"BROWNLEE, Gerard Anthony",Ilam Electorate
5,"JOYCE, Steven Leonard",Seat Allocation 87
6,"COLLINS, Judith Anne",Papakura Electorate
7,"PARATA, Patricia Hekia",Seat Allocation 89
8,"FINLAYSON, Christopher Francis",Seat Allocation 90
9,"BENNETT, Paula Lee",Upper Harbour Electorate
10,"COLEMAN, Jonathan David",Northcote Electorate
11,"McCULLY, Murray Stuart",East Coast Bays Electorate
12,"TOLLEY, Anne Merrilyn",East Coast Electorate
13,"SMITH, Nick",Nelson Electorate
14,"GROSER, Timothy John",Seat Allocation 94
15,"ADAMS, Amy Juliet",Selwyn Electorate
16,"GUY, Allen Nathan",Ōtaki Electorate
17,"FOSS, Craig",Tukituki Electorate
18,"BRIDGES, Simon Joseph",Tauranga Electorate
19,"KAYE, Nicola Laura",Auckland Central Electorate
20,"WOODHOUSE, Michael Allan",Seat Allocation 95
21,"GOODHEW, Joanne Gay",Rangitata Electorate
22,"BORROWS, Kerry James",Whanganui Electorate
23,"McCLAY, Todd Michael",Rotorua Electorate
24,"LOTU-IIGA, Peseta Samuelu Masunu",Maungakiekie Electorate
25,"WAGNER, Nicola Joanne",Christchurch Central Electorate
26,"TISCH, William Lindsay",Waikato Electorate
27,"UPSTON, Louise Claire",Taupō Electorate
28,"MACINDOE, Timothy Harley",Hamilton West Electorate
29,"ROSS, Jami-Lee Matenga",Botany Electorate
30,"GOLDSMITH, Paul Jonathan",Seat Allocation 97
31,"LEE, Melissa",Seat Allocation 98
32,"BAKSHI, Kanwaljit Singh",Seat Allocation 100
33,"YANG, Jian",Seat Allocation 103
34,"NGARO, Alfred",Seat Allocation 105
35,"WILLIAMSON, Maurice Donald",Pakuranga Electorate
36,"DEAN, Jacqueline Isobel",Waitaki Electorate
37,"BENNETT, David Allister",Hamilton East Electorate
38,"YOUNG, Jonathan Edgar Joseph",New Plymouth Electorate
39,"HUDSON, Brett John",Seat Allocation 108
40,"BARRY, Margaret Mary",North Shore Electorate
41,"McKELVIE, Ian Robert Flockhart",Rangitīkei Electorate
42,"MITCHELL, Mark Patrick",Rodney Electorate
43,"O'CONNOR, Simon",Tāmaki Electorate
44,"SABIN, Michael Lewis",Northland Electorate
45,"SIMPSON, Scott Anthony",Coromandel Electorate
46,"FOSTER-BELL, Paul Ayers Robert",Seat Allocation 109
47,"HAYES, Joanne Kowhai",Seat Allocation 112
48,"PARMAR, Kushmiita Parmjeet Kaur",Seat Allocation 113
49,"BISHOP, Christopher",Seat Allocation 116
50,"KORAKO, Tutehounuku",Seat Allocation 117
51,"NAYLOR, Jonathan Mark",Seat Allocation 120
52,"PUGH, Maureen Helena",
53,"TURNER-TUPOU, Fia Taemanu",
54,"BARCLAY, Todd Keith",Clutha-Southland Electorate
55,"BAYLY, Andrew Henry",Hunua Electorate
56,"DOOCEY, Matthew Maurice",Waimakariri Electorate
57,"DOWIE, Sarah Maree",Invercargill Electorate
58,"KURIGER, Barbara Joan",Taranaki-King Country Electorate
59,"MULLER, Todd Michael",Bay of Plenty Electorate
60,"RETI, Shane Raymond",Whangarei Electorate
61,"SCOTT, Alastair Oliver",Wairarapa Electorate
62,"SMITH, Stuart Tayler",Kaikōura Electorate
63,"WALFORD, Wayne Douglas",
64,"BROWN, Simeon Peter",
65,"WALKER, Hamish",
66,"HOLDEN, Lewis",
67,"VARLEY, Karl Daniel",
68,"PENK, Christopher Aidan",
69,"COOPER, Linda Ann",
70,"O'DWYER, Letitia Marie",
71,"BRIDGES, Mark",
72,"SOKRATOV, Boris",
73,"EVETTS, Matthew Zane",
74,"O'FALLON, Carolyn Elisabeth",
75,"LITTLEWOOD, Charlotte",
New Zealand First Party,,
1,"PETERS, Winston Raymond",Seat Allocation 6
2,"MARTIN, Tracey Anne",Seat Allocation 16
3,"PROSSER, Richard Ivor",Seat Allocation 27
4,"TABUTEAU, Fletcher",Seat Allocation 38
5,"STEWART, Barbara Joy",Seat Allocation 49
6,"MITCHELL, Clayton Robert Henry",Seat Allocation 60
7,"O'ROURKE, Denis John",Seat Allocation 71
8,"PARAONE, Rewiti Pomare Kingi",Seat Allocation 82
9,"MARK, Ron Stanley",Seat Allocation 93
10,"BALL, Darroch Leicester",Seat Allocation 104
11,"BINDRA, Mahesh",Seat Allocation 114
12,"BOND, Ria Iris Daphne",
13,"PARORO, Mataroa",
14,"RUDZKI, Romuald Edward John",
15,"REEVES, Jon Blaiklock",
16,"LOLE-TAYLOR, Asenati",
17,"CATCHPOLE, Brent Stanley",
18,"ABRAHAM, George",
19,"DOLMAN, Raymond",
20,"BARR, Hugh",
21,"DEGIA-PALA, Anne",
22,"CAMPBELL, Steven Robert",
23,"PERRY, Edwin Jock",
24,"GUDGEON, William M",
25,"PIERSON, Brent",
26,"HUNT, Aaron Ronald",
27,"HALL, John Harold",
28,"TAURIMA, Richard John",
29,"ERTEL, Grant Ernest",
30,"LYON, Clifton Killip",
31,"WOODS, William Edward",
United Future,,
1,"DUNNE, Peter Francis",Ōhāriu Electorate
2,"SIMMONS, Alan Frank",
3,"LIGHT, Damian Francis",
4,"EUSOFF, Mohamed Sultan",
5,"RICKARD, Benjamin John Cranswick",
6,"WOOLSTON, Jason Bruce",
7,"STONYER, David Lester",
8,"MOCKRIDGE, Bryan",
9,"TODD, Quentin Gregory",
10,"MAXWELL, James Waerengaahika",
11,"PARK, Sevaschan Sam",
